case_order,case_id,model,domain,scc_id,scc_size,template,root,witness,bridge,affected_count,source_result_file,old_llm_calls,old_time_sec
100,100_gemini-2.5-pro_bgb9_scc_7_condition_trigger,gemini-2.5-pro,bgb,scc_7,9,condition_trigger,bgb_559e,bgb_558,bgb_555d,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb9_condition_trigger_critical_b60_1779129788.json,46,559.2747619152069
101,101_gemini-2.5-pro_bgb11_scc_0_temporal_gate,gemini-2.5-pro,bgb,scc_0,11,temporal_gate,bgb_311a,bgb_280,bgb_347,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb11_temporal_gate_critical_b60_1779129930.json,55,712.6934180259705
102,102_gemini-2.5-pro_bgb11_scc_0_condition_trigger,gemini-2.5-pro,bgb,scc_0,11,condition_trigger,bgb_311a,bgb_280,bgb_347,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb11_condition_trigger_critical_b60_1779130595.json,53,672.6787648200989
103,103_gemini-2.5-pro_bgb25_scc_3_temporal_gate,gemini-2.5-pro,bgb,scc_3,25,temporal_gate,bgb_505,bgb_491,bgb_514,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb25_temporal_gate_critical_b60_1779131160.json,47,541.8438258171082
104,104_gemini-2.5-pro_bgb25_scc_3_condition_trigger,gemini-2.5-pro,bgb,scc_3,25,condition_trigger,bgb_505,bgb_491,bgb_514,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb25_condition_trigger_critical_b60_1779131368.json,52,570.5201070308685
105,105_gemini-2.5-pro_cuad12_scc_50_temporal_gate,gemini-2.5-pro,cuad,scc_50,12,temporal_gate,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__4,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad12_temporal_gate_critical_b60_1779131912.json,50,547.0351490974426
106,106_gemini-2.5-pro_cuad12_scc_50_condition_trigger,gemini-2.5-pro,cuad,scc_50,12,condition_trigger,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__4,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad12_condition_trigger_critical_b60_1779132449.json,49,548.7034940719604
107,107_gemini-2.5-pro_cuad14_scc_8_temporal_gate,gemini-2.5-pro,cuad,scc_8,14,temporal_gate,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__17,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__13,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__2.11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad14_temporal_gate_critical_b60_1779132608.json,50,532.2345390319824
108,108_gemini-2.5-pro_cuad14_scc_8_condition_trigger,gemini-2.5-pro,cuad,scc_8,14,condition_trigger,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__17,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__13,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__2.11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad14_condition_trigger_critical_b60_1779133182.json,56,560.2250671386719
109,109_gemini-2.5-pro_cuad16_scc_23_temporal_gate,gemini-2.5-pro,cuad,scc_23,16,temporal_gate,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__9.6,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__4.1.1,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__12.3,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad16_temporal_gate_critical_b60_1779133601.json,59,542.2484631538391
110,110_gemini-2.5-pro_cuad16_scc_23_condition_trigger,gemini-2.5-pro,cuad,scc_23,16,condition_trigger,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__9.6,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__4.1.1,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__12.3,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad16_condition_trigger_critical_b60_1779133832.json,57,502.88469099998474
111,111_gemini-2.5-pro_cuad17_scc_0_temporal_gate,gemini-2.5-pro,cuad,scc_0,17,temporal_gate,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.3.3,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.4.2,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad17_temporal_gate_critical_b60_1779134482.json,57,536.5728762149811
112,112_gemini-2.5-pro_cuad17_scc_0_condition_trigger,gemini-2.5-pro,cuad,scc_0,17,condition_trigger,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.3.3,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.4.2,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad17_condition_trigger_critical_b60_1779134800.json,50,538.5578320026398
113,113_gemini-2.5-pro_cuad18_scc_6_temporal_gate,gemini-2.5-pro,cuad,scc_6,18,temporal_gate,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__9,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__2,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad18_temporal_gate_critical_b60_1779135116.json,59,594.0992467403412
114,114_gemini-2.5-pro_cuad18_scc_6_condition_trigger,gemini-2.5-pro,cuad,scc_6,18,condition_trigger,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__9,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__2,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad18_condition_trigger_critical_b60_1779135706.json,54,510.7752299308777
115,115_gemini-2.5-pro_cuad20_scc_28_temporal_gate,gemini-2.5-pro,cuad,scc_28,20,temporal_gate,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__9.2.9,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__19.3,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__16.6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad20_temporal_gate_critical_b60_1779136007.json,55,567.6380550861359
116,116_gemini-2.5-pro_cuad20_scc_28_condition_trigger,gemini-2.5-pro,cuad,scc_28,20,condition_trigger,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__9.2.9,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__19.3,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__16.6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad20_condition_trigger_critical_b60_1779136478.json,51,451.8903410434723
117,117_gemini-2.5-pro_cuad24_scc_21_temporal_gate,gemini-2.5-pro,cuad,scc_21,24,temporal_gate,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__6.7,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__2.2,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__9.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad24_temporal_gate_critical_b60_1779136982.json,54,525.3409616947174
118,118_gemini-2.5-pro_cuad24_scc_21_condition_trigger,gemini-2.5-pro,cuad,scc_21,24,condition_trigger,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__6.7,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__2.2,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__9.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad24_condition_trigger_critical_b60_1779137333.json,54,484.12403893470764
119,119_gemini-2.5-pro_cuad25_scc_17_temporal_gate,gemini-2.5-pro,cuad,scc_17,25,temporal_gate,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__4.2.2,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__13.1,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__7,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad25_temporal_gate_critical_b60_1779137639.json,56,543.1338319778442
120,120_gemini-2.5-pro_cuad25_scc_17_condition_trigger,gemini-2.5-pro,cuad,scc_17,25,condition_trigger,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__4.2.2,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__13.1,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__7,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad25_condition_trigger_critical_b60_1779138238.json,58,552.56427693367
121,121_gemini-2.5-pro_cuad28_scc_39_temporal_gate,gemini-2.5-pro,cuad,scc_39,28,temporal_gate,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad28_temporal_gate_critical_b60_1779138494.json,57,480.7906119823456
122,122_gemini-2.5-pro_cuad28_scc_39_condition_trigger,gemini-2.5-pro,cuad,scc_39,28,condition_trigger,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad28_condition_trigger_critical_b60_1779138880.json,57,485.7991101741791
123,123_gemini-2.5-pro_cuad34_scc_11_temporal_gate,gemini-2.5-pro,cuad,scc_11,34,temporal_gate,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad34_temporal_gate_critical_b60_1779139414.json,52,523.5661480426788
124,124_gemini-2.5-pro_cuad34_scc_11_condition_trigger,gemini-2.5-pro,cuad,scc_11,34,condition_trigger,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad34_condition_trigger_critical_b60_1779139619.json,57,523.5687308311462
125,125_gemini-2.5-pro_debian12_scc_8_direct_mutex,gemini-2.5-pro,debian,scc_8,12,direct_mutex,libecore-x1,libecore-input1,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_debian12_direct_mutex_critical_b60_1779123465.json,53,503.45688486099243
126,126_gemini-2.5-pro_debian12_scc_8_handoff_invariant,gemini-2.5-pro,debian,scc_8,12,handoff_invariant,libecore-x1,libecore-input1,libevas1-engines-x,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_debian12_handoff_invariant_critical_b60_1779123465.json,51,567.1676049232483
127,127_gemini-2.5-pro_sec_ex2110_scc_3_direct_mutex,gemini-2.5-pro,sec_ex21,scc_3,10,direct_mutex,us-cw-515909,us-cw-1020294,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2110_direct_mutex_critical_b60_1779124103.json,43,450.47653889656067
128,128_gemini-2.5-pro_sec_ex2110_scc_4_handoff_invariant,gemini-2.5-pro,sec_ex21,scc_4,10,handoff_invariant,us-cw-515909,us-cw-1020294,us-cw-515912,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2110_handoff_invariant_critical_b60_1779124592.json,36,443.8467471599579
129,129_gemini-2.5-pro_sec_ex2111_scc_0_direct_mutex,gemini-2.5-pro,sec_ex21,scc_0,11,direct_mutex,us-cw-406176,us-cw-423245,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2111_direct_mutex_critical_b60_1779124629.json,53,485.1572301387787
130,130_gemini-2.5-pro_sec_ex2111_scc_6_handoff_invariant,gemini-2.5-pro,sec_ex21,scc_6,11,handoff_invariant,us-cw-406176,us-cw-423245,us-cw-74754,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2111_handoff_invariant_critical_b60_1779125197.json,54,413.5304560661316
131,131_gemini-2.5-pro_sec_ex2112_scc_0_direct_mutex,gemini-2.5-pro,sec_ex21,scc_0,12,direct_mutex,us-cw-708556,us-cw-502062,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2112_direct_mutex_critical_b60_1779125671.json,55,950.2095580101013
132,132_gemini-2.5-pro_sec_ex2112_scc_0_handoff_invariant,gemini-2.5-pro,sec_ex21,scc_0,12,handoff_invariant,us-cw-708556,us-cw-502062,us-cw-911364,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2112_handoff_invariant_critical_b60_1779125782.json,58,1198.333508014679
133,133_gemini-2.5-pro_sec_ex2118_scc_3_direct_mutex,gemini-2.5-pro,sec_ex21,scc_3,18,direct_mutex,us-cw-841126,us-cw-118216,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2118_direct_mutex_critical_b60_1779126684.json,57,463.43172788619995
134,134_gemini-2.5-pro_sec_ex2118_scc_2_handoff_invariant,gemini-2.5-pro,sec_ex21,scc_2,18,handoff_invariant,us-cw-841126,us-cw-118216,us-cw-130,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_sec_ex2118_handoff_invariant_critical_b60_1779127178.json,60,450.90171098709106
135,135_gemini-2.5-pro_bgb9_scc_7_direct_mutex,gemini-2.5-pro,bgb,scc_7,9,direct_mutex,bgb_559e,bgb_558,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb9_direct_mutex_critical_b60_1779127626.json,43,464.6446511745453
136,136_gemini-2.5-pro_bgb9_scc_7_handoff_invariant,gemini-2.5-pro,bgb,scc_7,9,handoff_invariant,bgb_559e,bgb_558,bgb_555d,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb9_handoff_invariant_critical_b60_1779127799.json,40,498.2384600639343
137,137_gemini-2.5-pro_bgb11_scc_0_direct_mutex,gemini-2.5-pro,bgb,scc_0,11,direct_mutex,bgb_311a,bgb_280,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb11_direct_mutex_critical_b60_1779128303.json,52,532.8031671047211
138,138_gemini-2.5-pro_bgb11_scc_0_handoff_invariant,gemini-2.5-pro,bgb,scc_0,11,handoff_invariant,bgb_311a,bgb_280,bgb_347,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb11_handoff_invariant_critical_b60_1779128797.json,48,639.4145040512085
139,139_gemini-2.5-pro_bgb25_scc_3_direct_mutex,gemini-2.5-pro,bgb,scc_3,25,direct_mutex,bgb_505,bgb_491,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb25_direct_mutex_critical_b60_1779128990.json,46,481.5493121147156
140,140_gemini-2.5-pro_bgb25_scc_3_handoff_invariant,gemini-2.5-pro,bgb,scc_3,25,handoff_invariant,bgb_505,bgb_491,bgb_514,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_bgb25_handoff_invariant_critical_b60_1779129521.json,51,635.0650358200073
141,141_gemini-2.5-pro_cuad12_scc_50_direct_mutex,gemini-2.5-pro,cuad,scc_50,12,direct_mutex,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad12_direct_mutex_critical_b60_1779130181.json,56,710.2493281364441
142,142_gemini-2.5-pro_cuad12_scc_50_handoff_invariant,gemini-2.5-pro,cuad,scc_50,12,handoff_invariant,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__4,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partB_b60_current_cuad12_handoff_invariant_critical_b60_1779130266.json,56,485.05728697776794
